,artist,year,song,genre,duration_min,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
600,Shakira,2005,Hips Don't Lie (feat. Wyclef Jean),"pop, latin",3.63,82,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024
601,Sean Paul,2005,Temperature,"hip hop, pop",3.64,78,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04
602,Justin Timberlake,2006,SexyBack (feat. Timbaland),pop,4.05,78,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0
603,Beyoncé,2007,Irreplaceable,"pop, R&B",3.8,70,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868
604,Amy Winehouse,2006,Rehab,R&B,3.58,71,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815
605,Rihanna,2006,SOS,"hip hop, pop, R&B",3.98,73,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046
606,Gnarls Barkley,2006,Crazy,"hip hop, R&B",2.96,74,0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97
607,Busta Rhymes,2006,Touch It,"hip hop, pop",3.58,61,0.658,0.551,1,-6.62,1,0.37,0.0043,0.000108,0.197,0.442,138.335
608,Nelly Furtado,2006,Maneater,"hip hop, pop, latin",4.31,79,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722
609,Bob Sinclar,2006,Rock This Party - Everybody Dance Now,"pop, Dance/Electronic",4.09,69,0.893,0.823,5,-3.708,0,0.122,0.0714,0.0,0.0509,0.902,128.009
610,Diddy,2006,Come to Me (feat. Nicole Scherzinger),"hip hop, pop",4.61,55,0.819,0.485,6,-6.45,0,0.0756,0.0176,0.0,0.658,0.386,96.998
611,Madonna,2005,Sorry,pop,4.7,61,0.589,0.877,0,-6.229,0,0.046,0.00121,0.013,0.169,0.443,132.971
612,Chamillionaire,2005,Ridin',"hip hop, pop",5.05,71,0.787,0.799,8,-4.68,0,0.0993,0.189,0.0,0.3,0.835,143.052
613,Black Eyed Peas,2005,Pump It,"hip hop, pop",3.55,75,0.648,0.931,1,-3.15,0,0.181,0.00937,0.0,0.752,0.744,153.649
614,Nelly Furtado,2006,Promiscuous,"hip hop, pop, latin",4.04,82,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328
615,Fedde Le Grand,2015,Put Your Hands Up for Detroit - Radio Edit,"pop, Dance/Electronic",2.51,39,0.814,0.923,7,-4.525,1,0.229,0.0154,0.154,0.0862,0.518,127.919
616,Sean Paul,2006,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,"hip hop, pop",4.06,58,0.711,0.761,8,-3.04,1,0.225,0.067,0.0,0.041,0.718,95.824
617,The Pussycat Dolls,2005,Buttons,"pop, R&B",3.76,68,0.565,0.817,2,-4.338,1,0.27,0.152,0.0,0.247,0.477,210.851
618,Ciara,2006,Get Up (feat. Chamillionaire),"pop, R&B",4.36,59,0.964,0.595,1,-6.887,0,0.109,0.0248,5.14e-06,0.0405,0.629,128.593
619,Eminem,2005,Shake That,hip hop,4.57,74,0.963,0.643,1,-5.785,0,0.117,0.0507,4.94e-05,0.157,0.534,107.005
620,Cherish,2006,Do It To It,"hip hop, pop, R&B",3.77,65,0.826,0.67,2,-5.559,1,0.169,0.00798,0.0,0.495,0.794,74.007
621,Muse,2006,Supermassive Black Hole,rock,3.54,75,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0
622,Chris Brown,2005,Gimme That,"hip hop, pop, R&B",3.11,63,0.678,0.572,11,-7.033,0,0.0466,0.00374,6.59e-05,0.118,0.444,87.165
623,Infernal,2004,From Paris to Berlin,pop,3.49,57,0.741,0.869,9,-6.534,0,0.0816,0.096,0.0,0.0396,0.839,126.069
624,Cassie,2006,Me & U,"pop, R&B",3.2,73,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99
625,E-40,2006,U and Dat (feat. T. Pain & Kandi Girl),"hip hop, pop",3.38,63,0.858,0.484,6,-7.448,0,0.277,0.0241,1.8e-06,0.123,0.329,99.992
626,The Pussycat Dolls,2005,Beep,"pop, R&B",3.82,57,0.938,0.735,7,-6.382,1,0.0434,0.00952,0.0,0.0998,0.55,103.7
627,Lil Jon,2006,Snap Yo Fingers,"hip hop, pop",4.57,67,0.835,0.757,8,-5.029,0,0.23,0.00647,0.0,0.29,0.626,82.038
628,Armand Van Helden,2006,My My My - Radio Edit,"pop, Dance/Electronic",3.17,40,0.678,0.768,7,-8.502,1,0.137,0.0195,0.00866,0.0322,0.758,127.51
629,The Notorious B.I.G.,2005,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",hip hop,4.77,68,0.833,0.628,2,-7.041,1,0.141,0.0949,1.6e-06,0.282,0.645,106.328
630,Yung Joc,2006,It's Goin' Down (feat. Nitti),"hip hop, pop",4.03,66,0.888,0.577,1,-7.702,0,0.0612,0.0986,0.0,0.131,0.609,84.003
631,Shayne Ward,2006,No Promises,pop,3.72,1,0.5,0.498,4,-6.087,1,0.026,0.527,0.0,0.123,0.182,79.798
632,Justin Timberlake,2006,My Love (feat. T.I.),pop,4.6,72,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952
633,Nickelback,2005,Savin' Me,"rock, metal",3.66,65,0.441,0.815,3,-4.088,1,0.0276,0.000731,0.0,0.414,0.522,164.007
634,Nelly,2005,Grillz,"hip hop, pop, R&B",4.52,60,0.867,0.504,4,-7.737,0,0.241,0.0358,0.0,0.307,0.84,82.996
635,Take That,2006,Patience,pop,3.37,64,0.309,0.783,10,-4.154,1,0.0405,0.142,1.11e-06,0.118,0.372,175.788
636,Fergie,2006,London Bridge,"pop, R&B",4.02,57,0.769,0.609,1,-5.894,1,0.357,0.216,0.0,0.166,0.633,90.951
637,Cascada,2011,Everytime We Touch - Radio Edit,"hip hop, pop, Dance/Electronic",3.32,0,0.64,0.977,8,-5.369,1,0.0555,0.00461,1.68e-05,0.371,0.493,142.019
639,LL Cool J,2006,Control Myself,"hip hop, pop, R&B",3.9,42,0.825,0.876,10,-6.556,0,0.211,0.00928,1.2e-05,0.205,0.48,120.066
640,Beyoncé,2007,Deja Vu (feat. Jay-Z),"pop, R&B",4.0,57,0.644,0.746,7,-4.941,1,0.341,0.0071,1.22e-05,0.0743,0.355,105.253
641,P!nk,2006,Stupid Girls,pop,3.29,0,0.683,0.886,4,-5.045,0,0.071,0.000738,0.00188,0.0524,0.566,100.04
642,Eminem,2005,When I'm Gone,hip hop,4.69,68,0.618,0.746,10,-5.476,0,0.352,0.0553,0.0,0.273,0.75,75.272
643,Kelis,2006,Bossy,"pop, R&B, Dance/Electronic",4.57,50,0.906,0.633,4,-5.316,1,0.19,0.000182,8.34e-06,0.058,0.779,84.021
644,Bob Sinclar,2005,Love Generation - Radio Edit,"pop, Dance/Electronic",3.46,49,0.715,0.812,1,-5.758,1,0.062,0.175,0.000134,0.044,0.554,128.04
645,Meck,2005,Thunder in My Heart Again (Radio Edit),set(),3.16,46,0.679,0.922,2,-4.67,0,0.0294,0.000241,0.69,0.0697,0.806,129.016
646,Mary J. Blige,2005,Be Without You - Kendu Mix,"pop, R&B",4.11,69,0.726,0.7,2,-5.881,0,0.0998,0.0717,0.0,0.262,0.673,146.559
647,Girls Aloud,2012,Something Kinda Ooooh,"pop, Dance/Electronic",3.36,49,0.681,0.908,11,-3.918,0,0.0473,0.0232,0.0,0.355,0.879,131.925
648,Rihanna,2006,Unfaithful,"hip hop, pop, R&B",3.78,70,0.588,0.391,0,-8.607,0,0.0334,0.839,0.0,0.227,0.349,144.069
649,Kanye West,2005,Touch The Sky,hip hop,3.94,73,0.552,0.846,9,-4.912,1,0.342,0.0114,0.0,0.309,0.554,98.56
650,Dem Franchize Boyz,2006,"Lean Wit It, Rock Wit It","hip hop, pop",3.83,60,0.886,0.62,5,-5.854,1,0.307,0.082,0.0,0.1,0.6,76.035
651,Evanescence,2006,Call Me When You're Sober,metal,3.58,65,0.45,0.883,7,-4.094,1,0.0524,0.00193,0.0,0.293,0.328,93.41
652,Chingy,2006,Pullin' Me Back,"hip hop, pop, R&B",3.9,62,0.786,0.511,7,-6.66,1,0.286,0.0825,0.0,0.12,0.587,80.0
653,Nickelback,2005,Far Away,"rock, metal",3.97,70,0.518,0.797,6,-5.153,1,0.0309,0.000681,0.0,0.107,0.293,132.918
654,Fall Out Boy,2005,"Dance, Dance",rock,3.0,74,0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452
655,Leona Lewis,2007,A Moment Like This,"pop, R&B",4.29,57,0.261,0.562,8,-3.667,1,0.0301,0.423,7.54e-06,0.131,0.167,70.543
656,T.I.,2006,What You Know,"hip hop, pop",4.57,64,0.551,0.81,11,-4.365,1,0.0344,0.0155,0.0,0.169,0.332,73.464
657,Ludacris,2006,Money Maker,"hip hop, pop",3.84,62,0.551,0.598,1,-6.79,1,0.27,0.15,0.0,0.299,0.612,78.756
658,Nick Lachey,2006,What's Left Of Me,pop,4.08,37,0.42,0.742,7,-5.665,1,0.0375,0.142,0.0,0.145,0.294,149.965
659,Jibbs,2006,Chain Hang Low,"hip hop, pop",3.46,56,0.792,0.589,4,-6.869,0,0.262,0.0259,0.000128,0.114,0.778,157.147
660,Arctic Monkeys,2006,When The Sun Goes Down,rock,3.37,72,0.348,0.875,11,-4.758,0,0.199,0.0341,0.0,0.117,0.407,169.152
661,Rascal Flatts,2006,Life is a Highway,country,4.61,0,0.561,0.936,5,-5.409,1,0.0613,0.00185,0.0,0.102,0.594,103.055
662,Beyoncé,2006,Check On It (feat. Slim Thug),"pop, R&B",3.52,45,0.7,0.887,7,-3.887,1,0.218,0.0805,0.0,0.376,0.883,166.104
663,Keyshia Cole,2005,Love,"hip hop, pop, R&B",4.26,72,0.688,0.519,5,-4.285,1,0.0283,0.064,0.0,0.1,0.318,116.714
664,Lily Allen,2006,Smile,pop,3.28,68,0.632,0.639,5,-5.938,1,0.0259,0.00143,0.0,0.221,0.733,95.506
665,Ne-Yo,2006,Sexy Love,"pop, R&B",3.68,67,0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02
666,JoJo,2006,Too Little Too Late,"hip hop, pop, R&B",3.73,48,0.535,0.823,6,-5.338,0,0.0431,0.0113,3.88e-06,0.146,0.685,83.001
667,Mary J. Blige,2005,One,"pop, R&B",4.34,64,0.344,0.874,0,-3.161,1,0.0777,0.0841,0.0,0.129,0.269,185.888
668,Bubba Sparxxx,2005,Ms. New Booty,"hip hop, pop, country",4.21,62,0.64,0.62,1,-5.931,1,0.416,0.016,0.0,0.0831,0.609,129.37
669,Amy Winehouse,2006,You Know I'm No Good,R&B,4.28,63,0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.0701,0.734,103.383
670,Rascal Flatts,2006,What Hurts The Most,country,3.57,69,0.537,0.674,5,-5.134,0,0.0277,0.0088,0.0,0.265,0.33,136.002
671,Red Hot Chili Peppers,2006,Dani California,rock,4.7,76,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184
672,Scissor Sisters,2006,I Don't Feel Like Dancin',"pop, rock, Dance/Electronic",4.81,63,0.707,0.923,7,-3.409,1,0.0276,0.0195,0.0,0.342,0.845,108.023
673,Ne-Yo,2006,So Sick,"pop, R&B",3.45,75,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791
674,Hinder,2019,Lips Of An Angel,"pop, rock, metal",4.35,35,0.474,0.744,2,-5.386,1,0.0341,0.0208,1.22e-06,0.209,0.238,129.005
675,The Raconteurs,2006,"Steady, As She Goes",rock,3.59,56,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696
676,The Fratellis,2006,Chelsea Dagger,rock,3.59,68,0.511,0.815,7,-3.14,1,0.144,0.0491,0.0,0.0826,0.586,154.514
677,Fort Minor,2005,Where'd You Go (feat. Holly Brook & Jonah Matranga),"hip hop, pop, rock",3.86,42,0.684,0.819,1,-3.309,0,0.238,0.262,0.00197,0.113,0.25,179.999
679,Panic! At The Disco,2005,I Write Sins Not Tragedies,rock,3.09,70,0.566,0.815,9,-4.481,0,0.14,0.0737,0.0,0.12,0.672,169.961
680,James Blunt,2005,Goodbye My Lover,pop,4.31,67,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567
681,Christina Aguilera,2006,Ain't No Other Man,pop,3.82,63,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91
682,Westlife,2006,The Rose,pop,3.65,0,0.272,0.203,9,-9.706,1,0.0294,0.784,0.0,0.0805,0.172,109.581
683,Keane,2006,Is It Any Wonder?,pop,3.1,59,0.489,0.955,11,-2.771,0,0.0363,3.82e-05,0.000178,0.334,0.816,129.352
684,Orson,2006,No Tomorrow,pop,2.79,46,0.656,0.624,3,-4.623,0,0.0691,0.0065,0.0,0.278,0.735,124.082
685,T-Pain,2005,I'm N Luv (Wit a Stripper) (feat. Mike Jones),"hip hop, pop, R&B",4.42,0,0.731,0.368,8,-10.38,1,0.0688,0.00544,0.0,0.193,0.512,145.171
686,KT Tunstall,2005,Black Horse And The Cherry Tree,"World/Traditional, pop, Folk/Acoustic",2.87,64,0.748,0.786,4,-7.788,0,0.0641,0.328,0.0,0.34,0.917,104.833
687,Natasha Bedingfield,2004,Unwritten,pop,4.32,2,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011
688,Razorlight,2006,America,"rock, pop",4.16,67,0.447,0.568,2,-4.975,1,0.0305,0.295,3.26e-06,0.355,0.149,90.933
689,James Morrison,2006,You Give Me Something,"pop, R&B",3.55,64,0.559,0.688,7,-6.496,1,0.114,0.216,0.0,0.0855,0.578,79.753
690,Snow Patrol,2006,You're All I Have,"World/Traditional, rock, pop",4.56,35,0.467,0.921,2,-4.554,1,0.045,5.48e-05,0.0566,0.176,0.501,132.013
691,The Fray,2005,How to Save a Life,pop,4.38,79,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035
692,Sandi Thom,2006,I Wish I Was a Punk Rocker (with Flowers in My Hair),"World/Traditional, pop",2.53,61,0.7,0.465,4,-6.815,1,0.358,0.544,0.0,0.606,0.719,108.102
693,My Chemical Romance,2006,Welcome to the Black Parade,rock,5.19,76,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95
694,Razorlight,2006,In The Morning,"rock, pop",3.71,59,0.616,0.855,4,-3.495,0,0.042,0.00379,0.000863,0.318,0.686,124.191
696,James Morrison,2006,Wonderful World,"pop, R&B",3.5,49,0.474,0.71,1,-4.606,1,0.029,0.0548,0.0,0.0974,0.591,78.969
697,Chris Brown,2005,Yo (Excuse Me Miss),"hip hop, pop, R&B",3.82,69,0.536,0.612,4,-5.847,1,0.272,0.119,0.0,0.209,0.57,86.768
698,P!nk,2006,Who Knew,pop,3.47,0,0.688,0.734,9,-4.569,1,0.0274,0.00462,0.0,0.0756,0.46,140.004
699,The Kooks,2006,Naive,rock,3.39,73,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304
700,Leona Lewis,2007,Bleeding Love,"pop, R&B",4.37,75,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036
701,Rihanna,2008,Umbrella,"hip hop, pop, R&B",4.6,81,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028
702,Britney Spears,2007,Gimme More,pop,4.19,79,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324
703,Fergie,2006,Big Girls Don't Cry (Personal),"pop, R&B",4.47,76,0.708,0.641,7,-4.296,1,0.0335,0.205,0.0,0.0945,0.253,113.082
704,Mark Ronson,2007,Valerie (feat. Amy Winehouse) - Version Revisited,pop,3.66,0,0.698,0.844,1,-4.789,1,0.0544,0.00253,0.000426,0.124,0.896,105.828
705,Plain White Ts,2005,Hey There Delilah,pop,3.88,78,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971
706,Justin Timberlake,2006,What Goes Around.../...Comes Around (Interlude),pop,7.48,70,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0
707,Gwen Stefani,2006,The Sweet Escape,"pop, R&B",4.11,71,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961
708,Timbaland,2007,The Way I Are,"hip hop, pop, R&B",2.99,80,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759
709,Nelly Furtado,2006,Say It Right,"hip hop, pop, latin",3.72,81,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948
710,Ida Corr,2012,Let Me Think About It,set(),2.53,43,0.762,0.754,0,-3.425,0,0.046,0.00022,0.0665,0.146,0.715,129.026
711,Alex Gaudino,2007,Destination Calabria - Radio Edit,Dance/Electronic,3.72,73,0.627,0.954,2,-4.804,1,0.0425,0.0015,0.000814,0.292,0.312,128.016
712,September,2007,Cry for You,"pop, Dance/Electronic",3.5,65,0.767,0.881,9,-3.988,1,0.0301,0.00133,0.000139,0.0551,0.961,130.018
713,Akon,2006,Smack That,pop,3.54,58,0.94,0.743,5,-5.166,0,0.0475,0.317,0.0,0.0909,0.932,118.988
714,Timbaland,2007,Give It To Me,"hip hop, pop, R&B",3.9,70,0.975,0.711,8,-3.904,1,0.0632,0.168,0.000552,0.0799,0.815,110.621
715,50 Cent,2007,Ayo Technology,"hip hop, pop",4.13,67,0.63,0.782,8,-5.44,0,0.132,0.0828,0.0,0.034,0.418,140.144
716,Eric Prydz,2007,Proper Education - Radio Edit,"pop, Dance/Electronic",3.31,0,0.537,0.937,0,-4.543,1,0.0523,0.00102,0.035,0.0917,0.324,124.938
717,Fedde Le Grand,2015,Put Your Hands Up For Detroit - Radio Edit,"pop, Dance/Electronic",2.51,0,0.827,0.931,7,-4.474,1,0.202,0.0153,0.21,0.0992,0.491,127.995
718,Ciara,2006,Like a Boy,"pop, R&B",3.95,68,0.701,0.724,0,-5.751,0,0.145,0.267,0.0,0.0867,0.425,132.035
719,Kanye West,2007,Stronger,hip hop,5.2,54,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992
720,Beyoncé,2007,Beautiful Liar,"pop, R&B",3.33,64,0.764,0.751,8,-3.74,1,0.0703,0.00554,0.000237,0.164,0.418,91.977
721,Gym Class Heroes,2007,Cupid's Chokehold / Breakfast in America - Radio Mix,"hip hop, pop",3.95,59,0.584,0.681,1,-5.084,0,0.0781,0.495,0.0,0.289,0.821,79.702
722,Akon,2006,I Wanna Love You,pop,4.12,53,0.865,0.45,0,-9.387,1,0.0417,0.0359,1.28e-06,0.308,0.352,99.989
723,Soulja Boy,2007,Crank That (Soulja Boy),"hip hop, pop",3.7,74,0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141
724,Fat Joe,2006,Make It Rain,"hip hop, pop",4.12,59,0.744,0.697,11,-5.063,0,0.197,0.0106,0.0,0.0842,0.767,149.28
725,P!nk,2006,U + Ur Hand,pop,3.57,0,0.709,0.891,0,-3.688,1,0.0528,0.00144,0.0,0.034,0.886,141.04
726,Rihanna,2008,Shut Up And Drive,"hip hop, pop, R&B",3.54,69,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964
727,Lloyd,2007,Get It Shawty,"hip hop, pop, R&B",3.49,62,0.822,0.905,5,-4.032,0,0.241,0.123,0.0,0.0496,0.674,128.014
728,Kanye West,2007,Can't Tell Me Nothing,hip hop,4.53,47,0.596,0.62,5,-6.133,0,0.039,0.0122,0.0,0.82,0.102,80.029
729,Camille Jones,2006,The Creeps - Fedde Le Grand Radio Mix,set(),2.54,17,0.847,0.861,6,-6.632,1,0.0603,0.278,0.029,0.0626,0.724,127.894
730,Linkin Park,2007,What I've Done,"rock, metal",3.43,77,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119
731,Keyshia Cole,2007,Last Night,"hip hop, pop, R&B",4.26,60,0.918,0.857,3,-5.032,0,0.0623,0.166,0.0003,0.0855,0.972,121.006
732,Chris Brown,2007,Kiss Kiss (feat. T-Pain),"hip hop, pop, R&B",4.18,68,0.729,0.658,10,-3.386,0,0.225,0.0506,0.0,0.0693,0.551,140.043
733,Shop Boyz,2007,Party Like A Rock Star,"hip hop, pop",4.22,61,0.619,0.709,7,-4.633,1,0.0395,0.00541,0.0,0.507,0.68,144.972
734,Finger Eleven,2007,Paralyzer,"rock, metal",3.47,73,0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031
735,Justin Timberlake,2006,Summer Love,pop,4.22,66,0.606,0.591,0,-7.228,0,0.087,0.0756,0.0,0.328,0.477,95.802
736,MiMS,2007,This Is Why I'm Hot,"hip hop, pop",4.23,59,0.621,0.6,8,-6.349,1,0.576,0.277,0.0,0.495,0.485,80.021
737,Fabolous,2007,Make Me Better,"hip hop, pop, R&B",4.23,62,0.607,0.599,11,-6.886,1,0.0995,0.33,0.0,0.199,0.562,86.491
738,Seether,2007,Fake It,"rock, metal",3.23,73,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078
740,Arctic Monkeys,2007,Brianstorm,rock,2.88,67,0.42,0.974,1,-4.706,1,0.191,8.15e-05,0.00155,0.0871,0.463,165.182
742,Fergie,2006,Glamorous,"pop, R&B",4.11,64,0.811,0.757,0,-6.447,1,0.23,0.298,0.0,0.103,0.565,130.993
743,Linkin Park,2007,Bleed It Out,"rock, metal",2.77,73,0.529,0.967,1,-3.647,0,0.0508,0.114,0.0,0.61,0.596,140.127
744,My Chemical Romance,2006,Teenagers,rock,2.7,80,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647
745,Calvin Harris,2007,Acceptable in the 80's,"hip hop, pop, Dance/Electronic",5.56,57,0.787,0.808,7,-5.454,1,0.0511,0.0143,0.257,0.0466,0.942,127.99
746,Sugababes,2007,About You Now,"pop, R&B",3.54,66,0.584,0.699,1,-6.065,0,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499
747,Avril Lavigne,2007,Girlfriend,pop,3.61,75,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983
748,Ne-Yo,2007,Because Of You,"pop, R&B",4.45,74,0.81,0.538,0,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97
749,Daughtry,2016,It's Not Over,"pop, rock, metal",3.59,45,0.45,0.921,10,-3.476,0,0.0538,0.0467,0.0,0.311,0.413,145.959
750,Unk,2013,Walk It Out,"hip hop, pop",2.88,48,0.794,0.777,1,-3.696,0,0.0813,0.0982,0.0,0.202,0.706,160.022
751,Lloyd,2007,You,"hip hop, pop, R&B",4.55,70,0.412,0.876,5,-6.008,0,0.47,0.102,0.0,0.297,0.703,130.159
752,Klaxons,2007,Golden Skans,rock,2.75,65,0.463,0.836,2,-2.776,0,0.0381,0.000418,7.38e-06,0.25,0.713,141.955
753,T-Pain,2007,Bartender (feat. Akon),"hip hop, pop, R&B",3.98,3,0.675,0.394,8,-8.539,1,0.133,0.0611,0.0,0.214,0.405,104.987
754,Baby Boy Da Prince,2006,The Way I Live - Main Explicit,"hip hop, pop",5.42,59,0.88,0.438,0,-7.562,1,0.248,0.0147,0.0,0.0907,0.714,90.02
755,Fergie,2006,Fergalicious,"pop, R&B",4.87,63,0.906,0.584,8,-7.72,0,0.316,0.0576,0.0,0.128,0.831,129.055
756,Omarion,2006,Ice Box,"hip hop, pop, R&B",4.27,57,0.775,0.731,8,-5.446,1,0.134,0.189,0.0,0.129,0.821,131.105
757,Pretty Ricky,2007,On the Hotline - Amended Version,"hip hop, pop, R&B",4.04,57,0.704,0.854,10,-5.477,0,0.183,0.0185,0.0,0.148,0.688,92.988
758,Nickelback,2005,Rockstar,"rock, metal",4.2,69,0.616,0.91,0,-3.004,1,0.0386,0.0459,0.0,0.343,0.693,144.072
759,Fall Out Boy,2007,Thnks fr th Mmrs,rock,3.39,76,0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837
760,Justin Timberlake,2006,LoveStoned / I Think She Knows (Interlude),pop,7.41,57,0.859,0.681,1,-6.247,1,0.0549,0.34,0.000161,0.213,0.852,121.243
761,All Time Low,2007,"Dear Maria, Count Me In",rock,3.05,76,0.459,0.895,2,-3.126,1,0.0805,0.00725,0.0,0.206,0.572,181.04
762,Amy Winehouse,2006,Back To Black,R&B,4.02,76,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728
763,Keyshia Cole,2007,Let It Go,"hip hop, pop, R&B",3.97,58,0.808,0.721,1,-5.165,1,0.213,0.197,0.0,0.205,0.773,94.955
764,Ciara,2006,Promise,"pop, R&B",4.46,56,0.697,0.629,9,-5.757,1,0.0425,0.409,3.8e-06,0.0819,0.439,123.279
765,Enrique Iglesias,2007,Do You Know? (The Ping Pong Song),"pop, latin",3.66,45,0.753,0.759,8,-4.829,1,0.0487,0.0523,0.0,0.0263,0.706,114.999
766,T2,2017,Heartbroken - Edit,Dance/Electronic,2.98,59,0.716,0.757,11,-5.438,0,0.0329,0.0258,0.00392,0.16,0.877,139.986
767,Robyn,2005,With Every Heartbeat,"pop, Dance/Electronic",4.25,36,0.477,0.865,4,-4.462,0,0.0395,0.00877,4.52e-05,0.271,0.413,120.872
768,Maroon 5,2007,Makes Me Wonder,pop,3.52,62,0.803,0.851,7,-2.429,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996
769,Fall Out Boy,2007,"This Ain't A Scene, It's An Arms Race",rock,3.53,68,0.435,0.887,9,-4.07,1,0.0636,0.000747,0.0,0.0327,0.408,199.935
770,Paramore,2007,Misery Business,"pop, rock",3.53,72,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977
771,Hinder,2019,Better Than Me,"pop, rock, metal",3.73,30,0.451,0.682,2,-5.295,0,0.029,0.205,0.0,0.175,0.254,139.913
772,Huey,2006,"Pop, Lock & Drop It - Video Edit","hip hop, pop",4.35,52,0.723,0.644,11,-6.863,0,0.222,0.00308,0.0,0.352,0.645,144.09
773,Foo Fighters,2007,The Pretender,"rock, metal",4.49,78,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984
774,Plies,2007,Shawty (feat. T Pain),"hip hop, pop, R&B",4.26,61,0.444,0.708,4,-5.926,0,0.126,0.0419,0.0,0.0775,0.26,105.412
775,Kaiser Chiefs,2007,Ruby,rock,3.4,67,0.451,0.939,5,-2.82,0,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416
776,Mark Ronson,2007,Stop Me (feat. Daniel Merriweather),pop,3.88,46,0.626,0.906,0,-4.334,1,0.0403,0.00128,8.52e-06,0.137,0.346,118.035
777,Bow Wow,2006,Outta My System (feat. T-Pain & Johntá Austin),"hip hop, pop, R&B",3.97,57,0.772,0.59,6,-6.957,1,0.183,0.0917,0.0,0.101,0.743,83.998
778,Jim Jones,2006,We Fly High,"hip hop, pop",3.93,0,0.685,0.8,1,-6.564,1,0.298,0.0847,0.0,0.092,0.483,120.226
779,The Red Jumpsuit Apparatus,2006,Face Down,pop,3.2,74,0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.464,92.956
